glass_name,filter_mode,property_mode,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,composition_completeness,physically_plausible,recon_method,n_neighbors_used,composition_exp_weight,composition_idw,composition_cluster_kmeans,scenario
N-LAK28,adaptive,B,209300110671,0.013721696971798385,SIO2=3.18; AL2O3=1.24; B2O3=54.02; CAO=1.31; Li2O=0.51; ZNO=16.33; ZRO2=4.06; RO=19.88; R2O=0.51; R2O3=71.84; RO2=4.35; RmOn=100.00,"{""SIO2"": 4.239, ""AL2O3"": 2.598, ""B2O3"": 6.531, ""CAO"": 3.613, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 1.597, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.332, ""ZNO"": 10.435, ""P2O5"": 0.0, ""GEO2"": 1.176, ""ZRO2"": 2.756, ""TIO2"": 0.029, ""TEO2"": 0.0, ""RO"": 7.31, ""FemOn"": 0.0, ""R2O"": 1.597, ""R2O3"": 8.715, ""RO2"": 2.637, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.6, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=2.95; AL2O3=1.42; B2O3=54.00; CAO=1.21; Li2O=0.60; ZNO=16.23; ZRO2=3.88; RO=19.86; R2O=0.60; R2O3=72.17; RO2=4.21; RmOn=100.00,SIO2=3.18; AL2O3=1.24; B2O3=54.02; CAO=1.31; Li2O=0.51; ZNO=16.33; ZRO2=4.06; RO=19.88; R2O=0.51; R2O3=71.84; RO2=4.35; RmOn=100.00,SIO2=6.47; B2O3=53.32; CAO=3.32; Li2O=0.76; ZNO=9.43; ZRO2=4.85; RO=18.43; R2O=0.76; R2O3=68.90; RO2=4.85; R2O5=0.59; RmOn=100.00,adaptive_B
N-LAF2,adaptive,B,2398000191633,0.002127114037646848,SIO2=25.44; B2O3=27.88; CAO=2.11; BAO=20.49; ZNO=0.66; ZRO2=2.01; TIO2=3.67; RO=24.70; R2O3=42.22; RO2=5.68; RO3=0.51; R2O5=1.23; RmOn=99.89,"{""SIO2"": 15.966, ""AL2O3"": 3.013, ""B2O3"": 22.156, ""CAO"": 6.858, ""K2O"": 0.082, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.417, ""MgO"": 2.71, ""SRO"": 2.038, ""BAO"": 8.89, ""ZNO"": 2.012, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 1.887, ""TIO2"": 3.589, ""TEO2"": 0.0, ""RO"": 13.964, ""FemOn"": 0.0, ""R2O"": 0.498, ""R2O3"": 25.345, ""RO2"": 4.214, ""RO3"": 1.582, ""RO4"": 0.0, ""R2O5"": 1.41, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 1.145, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=14.49; AL2O3=0.93; B2O3=38.81; CAO=3.21; MgO=0.51; SRO=0.59; BAO=6.35; ZNO=1.07; ZRO2=1.53; TIO2=3.12; RO=14.60; R2O3=64.04; RO2=4.65; RO3=0.84; R2O5=0.78; RmOn=99.69,SIO2=25.44; B2O3=27.88; CAO=2.11; BAO=20.49; ZNO=0.66; ZRO2=2.01; TIO2=3.67; RO=24.70; R2O3=42.22; RO2=5.68; RO3=0.51; R2O5=1.23; RmOn=99.89,SIO2=32.52; B2O3=21.69; CAO=1.30; BAO=27.02; ZRO2=2.06; TIO2=4.32; RO=28.70; R2O3=30.56; RO2=6.39; R2O5=1.50; RmOn=100.00,adaptive_B
SF3,adaptive,B,2619800198754,6.546376452869212e-08,SIO2=60.99; K2O=3.06; NA2O=2.79; PBO=33.04; RO=33.04; R2O=5.85; RmOn=100.00,"{""SIO2"": 23.452, ""AL2O3"": 1.784, ""B2O3"": 7.364, ""CAO"": 0.0, ""K2O"": 2.145, ""NA2O"": 6.094, ""PBO"": 12.278, ""Li2O"": 2.968, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 13.379, ""ZNO"": 0.209, ""P2O5"": 8.475, ""GEO2"": 0.0, ""ZRO2"": 0.742, ""TIO2"": 3.128, ""TEO2"": 2.236, ""RO"": 11.558, ""FemOn"": 0.0, ""R2O"": 9.96, ""R2O3"": 8.601, ""RO2"": 3.775, ""RO3"": 2.978, ""RO4"": 0.0, ""R2O5"": 9.803, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 3.765, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=50.65; B2O3=2.44; K2O=2.68; NA2O=3.40; PBO=27.49; Li2O=1.44; BAO=2.79; P2O5=3.60; TIO2=1.30; RO=30.34; R2O=7.53; R2O3=3.61; RO2=1.88; RO3=1.25; R2O5=4.20; RmOn=99.46,SIO2=60.99; K2O=3.06; NA2O=2.79; PBO=33.04; RO=33.04; R2O=5.85; RmOn=100.00,SIO2=60.99; K2O=3.06; NA2O=2.79; PBO=33.04; RO=33.04; R2O=5.85; RmOn=100.00,adaptive_B
N-LAK34,adaptive,B,989200041057,0.009348767052434936,AL2O3=2.36; B2O3=62.76; CAO=2.09; BAO=4.45; P2O5=4.20; RO=8.05; R2O3=84.84; R2O5=6.26; RmOn=100.00,"{""SIO2"": 2.592, ""AL2O3"": 6.953, ""B2O3"": 28.332, ""CAO"": 4.908, ""K2O"": 0.0, ""NA2O"": 0.089, ""PBO"": 0.0, ""Li2O"": 0.173, ""MgO"": 1.006, ""SRO"": 0.602, ""BAO"": 16.626, ""ZNO"": 1.201, ""P2O5"": 15.845, ""GEO2"": 0.0, ""ZRO2"": 1.911, ""TIO2"": 0.052, ""TEO2"": 0.0, ""RO"": 15.639, ""FemOn"": 0.0, ""R2O"": 0.19, ""R2O3"": 38.008, ""RO2"": 1.935, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 23.596, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=0.58; AL2O3=2.73; B2O3=59.69; CAO=1.92; BAO=5.81; P2O5=5.50; RO=9.43; R2O3=81.29; R2O5=8.19; RmOn=100.00,AL2O3=2.36; B2O3=62.76; CAO=2.09; BAO=4.45; P2O5=4.20; RO=8.05; R2O3=84.84; R2O5=6.26; RmOn=100.00,AL2O3=0.88; B2O3=73.91; CAO=1.42; MgO=0.75; RO=2.51; R2O3=97.49; RmOn=100.00,adaptive_B
N-SF10,adaptive,B,3159300404864,0.0126441259132404,SIO2=39.39; B2O3=4.10; CAO=0.80; K2O=7.03; NA2O=12.94; Li2O=2.41; BAO=1.92; P2O5=3.06; TIO2=20.88; RO=3.26; R2O=23.25; R2O3=4.50; RO2=21.25; R2O5=8.17; RmOn=100.00,"{""SIO2"": 14.224, ""AL2O3"": 0.42, ""B2O3"": 6.669, ""CAO"": 0.912, ""K2O"": 5.943, ""NA2O"": 9.289, ""PBO"": 0.0, ""Li2O"": 11.093, ""MgO"": 0.0, ""SRO"": 0.744, ""BAO"": 1.661, ""ZNO"": 2.083, ""P2O5"": 9.815, ""GEO2"": 0.0, ""ZRO2"": 0.522, ""TIO2"": 8.2, ""TEO2"": 0.0, ""RO"": 2.855, ""FemOn"": 0.0, ""R2O"": 7.666, ""R2O3"": 6.481, ""RO2"": 8.32, ""RO3"": 0.475, ""RO4"": 0.0, ""R2O5"": 14.903, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=38.69; B2O3=4.44; CAO=0.68; K2O=7.49; NA2O=12.13; Li2O=3.01; BAO=1.63; P2O5=3.39; TIO2=20.24; RO=2.98; R2O=23.71; R2O3=4.82; RO2=20.54; R2O5=9.05; RmOn=100.00,SIO2=39.39; B2O3=4.10; CAO=0.80; K2O=7.03; NA2O=12.94; Li2O=2.41; BAO=1.92; P2O5=3.06; TIO2=20.88; RO=3.26; R2O=23.25; R2O3=4.50; RO2=21.25; R2O5=8.17; RmOn=100.00,SIO2=45.33; B2O3=1.56; CAO=1.08; K2O=7.62; NA2O=13.07; BAO=2.60; TIO2=23.54; RO=4.10; R2O=20.89; R2O3=2.10; RO2=24.03; R2O5=3.30; RmOn=100.00,adaptive_B
SF10,adaptive,B,4194200489015,0.04452394217480887,SIO2=7.43; B2O3=0.89; K2O=1.11; NA2O=12.17; PBO=3.00; Li2O=8.22; SRO=0.58; ZNO=26.17; P2O5=22.29; GEO2=3.06; TIO2=3.78; RO=29.75; R2O=21.49; R2O3=1.48; RO2=6.95; R2O5=32.89; RmOn=100.00,"{""SIO2"": 18.535, ""AL2O3"": 1.394, ""B2O3"": 2.331, ""CAO"": 0.0, ""K2O"": 1.731, ""NA2O"": 5.583, ""PBO"": 8.038, ""Li2O"": 6.045, ""MgO"": 0.0, ""SRO"": 1.948, ""BAO"": 0.0, ""ZNO"": 13.399, ""P2O5"": 11.343, ""GEO2"": 17.889, ""ZRO2"": 0.339, ""TIO2"": 5.78, ""TEO2"": 0.0, ""RO"": 8.522, ""FemOn"": 0.0, ""R2O"": 8.183, ""R2O3"": 4.01, ""RO2"": 17.867, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 16.718, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",phosphate,1.0,False,idw,20,SIO2=7.60; B2O3=0.91; K2O=1.08; NA2O=12.11; PBO=3.05; Li2O=8.22; SRO=0.59; ZNO=26.08; P2O5=22.19; GEO2=3.10; TIO2=3.88; RO=29.72; R2O=21.40; R2O3=1.50; RO2=7.09; R2O5=32.68; RmOn=100.00,SIO2=7.43; B2O3=0.89; K2O=1.11; NA2O=12.17; PBO=3.00; Li2O=8.22; SRO=0.58; ZNO=26.17; P2O5=22.29; GEO2=3.06; TIO2=3.78; RO=29.75; R2O=21.49; R2O3=1.48; RO2=6.95; R2O5=32.89; RmOn=100.00,K2O=1.24; NA2O=13.72; Li2O=9.52; SRO=0.51; ZNO=32.11; P2O5=27.35; TIO2=2.35; RO=32.62; R2O=24.48; RO2=2.35; R2O5=40.36; RmOn=100.00,adaptive_B
P-SF69,adaptive,B,3159300404863,0.044186172118646845,SIO2=32.92; B2O3=2.28; CAO=1.56; K2O=3.48; NA2O=16.16; Li2O=3.74; SRO=0.62; BAO=0.79; ZNO=5.60; P2O5=8.15; ZRO2=0.54; TIO2=17.89; RO=9.05; R2O=23.39; R2O3=2.41; RO2=18.45; R2O5=13.73; RmOn=100.00,"{""SIO2"": 21.476, ""AL2O3"": 0.137, ""B2O3"": 2.69, ""CAO"": 1.931, ""K2O"": 3.399, ""NA2O"": 9.675, ""PBO"": 0.0, ""Li2O"": 12.268, ""MgO"": 1.904, ""SRO"": 1.312, ""BAO"": 1.306, ""ZNO"": 10.916, ""P2O5"": 14.598, ""GEO2"": 0.0, ""ZRO2"": 0.849, ""TIO2"": 12.651, ""TEO2"": 0.0, ""RO"": 11.861, ""FemOn"": 0.0, ""R2O"": 8.165, ""R2O3"": 2.749, ""RO2"": 12.9, ""RO3"": 0.068, ""RO4"": 0.0, ""R2O5"": 22.329, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=32.77; B2O3=2.27; CAO=1.55; K2O=3.46; NA2O=16.22; Li2O=3.75; SRO=0.62; BAO=0.78; ZNO=5.66; P2O5=8.24; ZRO2=0.53; TIO2=17.84; RO=9.10; R2O=23.45; R2O3=2.39; RO2=18.39; R2O5=13.87; RmOn=100.00,SIO2=32.92; B2O3=2.28; CAO=1.56; K2O=3.48; NA2O=16.16; Li2O=3.74; SRO=0.62; BAO=0.79; ZNO=5.60; P2O5=8.15; ZRO2=0.54; TIO2=17.89; RO=9.05; R2O=23.39; R2O3=2.41; RO2=18.45; R2O5=13.73; RmOn=100.00,SIO2=44.60; B2O3=2.51; CAO=1.58; K2O=2.74; NA2O=18.65; MgO=0.71; BAO=1.14; ZRO2=0.77; TIO2=25.52; RO=3.77; R2O=21.61; R2O3=2.69; RO2=26.33; R2O5=0.94; RmOn=100.00,adaptive_B
N-KZFS8,adaptive,B,3204600406676,0.026319814196492018,SIO2=49.57; B2O3=2.35; CAO=6.01; K2O=4.16; NA2O=5.98; Li2O=3.61; SRO=0.86; BAO=5.47; ZNO=0.66; ZRO2=4.17; TIO2=13.78; RO=13.03; R2O=13.75; R2O3=2.72; RO2=18.07; R2O5=2.49; RmOn=99.63,"{""SIO2"": 4.423, ""AL2O3"": 0.486, ""B2O3"": 3.034, ""CAO"": 3.034, ""K2O"": 1.429, ""NA2O"": 2.754, ""PBO"": 0.0, ""Li2O"": 3.934, ""MgO"": 0.211, ""SRO"": 2.055, ""BAO"": 2.543, ""ZNO"": 1.561, ""P2O5"": 0.0, ""GEO2"": 0.439, ""ZRO2"": 1.967, ""TIO2"": 3.903, ""TEO2"": 0.0, ""RO"": 3.521, ""FemOn"": 0.0, ""R2O"": 5.692, ""R2O3"": 2.886, ""RO2"": 4.251, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 2.259, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.45, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=49.79; B2O3=2.11; CAO=6.10; K2O=4.19; NA2O=5.87; Li2O=3.22; SRO=0.90; BAO=5.64; ZNO=0.67; ZRO2=4.12; TIO2=14.23; RO=13.34; R2O=13.28; R2O3=2.49; RO2=18.47; R2O5=2.23; RmOn=99.61,SIO2=49.57; B2O3=2.35; CAO=6.01; K2O=4.16; NA2O=5.98; Li2O=3.61; SRO=0.86; BAO=5.47; ZNO=0.66; ZRO2=4.17; TIO2=13.78; RO=13.03; R2O=13.75; R2O3=2.72; RO2=18.07; R2O5=2.49; RmOn=99.63,SIO2=44.78; B2O3=8.45; CAO=4.50; K2O=3.21; NA2O=8.14; Li2O=14.07; BAO=0.55; ZRO2=6.14; RO=5.05; R2O=25.42; R2O3=8.45; RO2=6.56; R2O5=9.74; RmOn=100.00,adaptive_B
N-LAK10,adaptive,B,3693200439345,0.01715573143713765,SIO2=7.67; AL2O3=1.52; B2O3=49.51; CAO=7.65; MgO=3.95; SRO=2.57; BAO=1.18; ZNO=7.26; ZRO2=4.43; RO=22.71; R2O3=62.85; RO2=4.92; R2O5=1.37; RmOn=100.00,"{""SIO2"": 8.146, ""AL2O3"": 2.429, ""B2O3"": 11.349, ""CAO"": 9.619, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.537, ""Li2O"": 1.341, ""MgO"": 9.364, ""SRO"": 2.843, ""BAO"": 2.273, ""ZNO"": 7.374, ""P2O5"": 0.0, ""GEO2"": 0.493, ""ZRO2"": 3.3, ""TIO2"": 0.498, ""TEO2"": 0.0, ""RO"": 8.366, ""FemOn"": 0.0, ""R2O"": 1.341, ""R2O3"": 14.187, ""RO2"": 3.57, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 2.664, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=6.74; AL2O3=1.46; B2O3=50.58; CAO=8.49; Li2O=0.53; MgO=4.36; SRO=1.55; BAO=1.06; ZNO=6.97; ZRO2=4.27; RO=22.53; R2O=0.53; R2O3=64.02; RO2=4.65; R2O5=1.53; RmOn=100.00,SIO2=7.67; AL2O3=1.52; B2O3=49.51; CAO=7.65; MgO=3.95; SRO=2.57; BAO=1.18; ZNO=7.26; ZRO2=4.43; RO=22.71; R2O3=62.85; RO2=4.92; R2O5=1.37; RmOn=100.00,SIO2=15.21; AL2O3=1.48; B2O3=38.95; CAO=9.57; MgO=1.40; SRO=5.81; BAO=2.48; ZNO=8.61; ZRO2=5.94; TIO2=0.89; RO=28.07; R2O3=49.55; RO2=6.83; RmOn=100.00,adaptive_B
N-SF1,adaptive,B,3159300404861,0.004387121560512919,SIO2=42.82; B2O3=4.02; CAO=1.79; K2O=4.92; NA2O=13.31; Li2O=1.96; BAO=1.91; P2O5=2.85; ZRO2=0.66; TIO2=20.35; RO=4.56; R2O=20.60; R2O3=4.25; RO2=21.06; R2O5=6.60; RmOn=100.00,"{""SIO2"": 14.93, ""AL2O3"": 0.42, ""B2O3"": 5.629, ""CAO"": 1.799, ""K2O"": 5.137, ""NA2O"": 7.976, ""PBO"": 0.0, ""Li2O"": 8.877, ""MgO"": 1.904, ""SRO"": 1.028, ""BAO"": 1.826, ""ZNO"": 0.775, ""P2O5"": 11.364, ""GEO2"": 0.0, ""ZRO2"": 1.108, ""TIO2"": 7.769, ""TEO2"": 0.0, ""RO"": 2.72, ""FemOn"": 0.0, ""R2O"": 6.973, ""R2O3"": 5.462, ""RO2"": 8.178, ""RO3"": 0.246, ""RO4"": 0.0, ""R2O5"": 16.973, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=41.06; B2O3=4.49; CAO=1.39; K2O=4.99; NA2O=12.67; Li2O=2.85; MgO=0.50; BAO=1.48; P2O5=4.04; ZRO2=0.88; TIO2=19.73; RO=4.07; R2O=21.06; R2O3=4.80; RO2=20.64; R2O5=8.27; RmOn=100.00,SIO2=42.82; B2O3=4.02; CAO=1.79; K2O=4.92; NA2O=13.31; Li2O=1.96; BAO=1.91; P2O5=2.85; ZRO2=0.66; TIO2=20.35; RO=4.56; R2O=20.60; R2O3=4.25; RO2=21.06; R2O5=6.60; RmOn=100.00,SIO2=46.38; B2O3=3.93; CAO=1.94; K2O=5.33; NA2O=12.55; Li2O=0.76; BAO=2.07; ZRO2=0.72; TIO2=22.04; RO=4.93; R2O=19.09; R2O3=4.18; RO2=22.81; R2O5=2.48; RmOn=100.00,adaptive_B
SF1,adaptive,B,2853300365710,0.0008954232142831375,SIO2=63.09; K2O=3.41; NA2O=1.98; PBO=30.66; RO=30.69; R2O=5.44; RmOn=100.00,"{""SIO2"": 19.836, ""AL2O3"": 0.306, ""B2O3"": 1.542, ""CAO"": 0.0, ""K2O"": 1.701, ""NA2O"": 8.556, ""PBO"": 9.539, ""Li2O"": 1.884, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.762, ""ZNO"": 0.209, ""P2O5"": 7.167, ""GEO2"": 1.078, ""ZRO2"": 0.533, ""TIO2"": 3.502, ""TEO2"": 0.0, ""RO"": 8.64, ""FemOn"": 0.0, ""R2O"": 10.163, ""R2O3"": 2.901, ""RO2"": 4.234, ""RO3"": 3.881, ""RO4"": 0.0, ""R2O5"": 8.357, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=63.36; K2O=3.24; NA2O=1.61; PBO=30.61; RO=30.65; R2O=4.95; RmOn=100.00,SIO2=63.09; K2O=3.41; NA2O=1.98; PBO=30.66; RO=30.69; R2O=5.44; RmOn=100.00,SIO2=63.58; K2O=3.40; NA2O=1.79; PBO=30.90; RO=30.90; R2O=5.20; RmOn=100.00,adaptive_B
N-LAK8,adaptive,B,2087100187414,0.03464978631954586,SIO2=5.86; AL2O3=1.24; B2O3=52.69; CAO=11.23; MgO=5.05; SRO=0.97; BAO=1.66; ZNO=3.90; GEO2=2.43; ZRO2=2.00; RO=22.81; R2O3=65.76; RO2=4.46; R2O5=0.99; RmOn=100.00,"{""SIO2"": 7.486, ""AL2O3"": 4.435, ""B2O3"": 14.718, ""CAO"": 9.039, ""K2O"": 0.0, ""NA2O"": 0.123, ""PBO"": 0.0, ""Li2O"": 0.364, ""MgO"": 9.527, ""SRO"": 3.325, ""BAO"": 5.07, ""ZNO"": 4.049, ""P2O5"": 0.0, ""GEO2"": 14.534, ""ZRO2"": 2.121, ""TIO2"": 0.111, ""TEO2"": 0.0, ""RO"": 6.622, ""FemOn"": 0.0, ""R2O"": 0.433, ""R2O3"": 17.166, ""RO2"": 14.182, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 2.605, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=6.05; AL2O3=1.32; B2O3=52.41; CAO=11.08; MgO=4.87; SRO=1.04; BAO=1.72; ZNO=4.01; GEO2=2.57; ZRO2=2.05; RO=22.72; R2O3=65.55; RO2=4.65; R2O5=0.91; RmOn=100.00,SIO2=5.86; AL2O3=1.24; B2O3=52.69; CAO=11.23; MgO=5.05; SRO=0.97; BAO=1.66; ZNO=3.90; GEO2=2.43; ZRO2=2.00; RO=22.81; R2O3=65.76; RO2=4.46; R2O5=0.99; RmOn=100.00,SIO2=3.04; AL2O3=1.32; B2O3=58.22; CAO=12.20; MgO=6.09; BAO=0.76; ZNO=2.91; ZRO2=1.51; RO=21.96; R2O3=72.19; RO2=1.53; R2O5=1.28; RmOn=100.00,adaptive_B
N-BASF64,adaptive,B,948900067914,0.005722278591386953,SIO2=33.97; AL2O3=0.75; B2O3=12.63; CAO=14.96; K2O=2.18; NA2O=3.29; Li2O=5.71; MgO=6.61; SRO=1.29; ZNO=1.43; P2O5=0.86; ZRO2=3.67; TIO2=7.01; RO=24.31; R2O=11.17; R2O3=16.65; RO2=10.81; R2O5=2.96; RmOn=100.00,"{""SIO2"": 10.417, ""AL2O3"": 2.566, ""B2O3"": 13.202, ""CAO"": 7.471, ""K2O"": 1.832, ""NA2O"": 2.221, ""PBO"": 0.0, ""Li2O"": 5.287, ""MgO"": 4.321, ""SRO"": 1.904, ""BAO"": 0.0, ""ZNO"": 1.509, ""P2O5"": 1.583, ""GEO2"": 0.998, ""ZRO2"": 1.103, ""TIO2"": 2.425, ""TEO2"": 0.0, ""RO"": 11.595, ""FemOn"": 0.0, ""R2O"": 6.817, ""R2O3"": 19.613, ""RO2"": 3.054, ""RO3"": 0.687, ""RO4"": 0.0, ""R2O5"": 1.99, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=33.05; AL2O3=0.91; B2O3=13.42; CAO=15.20; K2O=2.12; NA2O=3.33; Li2O=5.34; MgO=6.65; SRO=1.40; ZNO=1.19; P2O5=0.84; ZRO2=3.48; TIO2=7.12; RO=24.46; R2O=10.79; R2O3=17.98; RO2=10.76; R2O5=2.78; RmOn=100.00,SIO2=33.97; AL2O3=0.75; B2O3=12.63; CAO=14.96; K2O=2.18; NA2O=3.29; Li2O=5.71; MgO=6.61; SRO=1.29; ZNO=1.43; P2O5=0.86; ZRO2=3.67; TIO2=7.01; RO=24.31; R2O=11.17; R2O3=16.65; RO2=10.81; R2O5=2.96; RmOn=100.00,SIO2=33.54; AL2O3=0.94; B2O3=10.50; CAO=17.79; K2O=2.72; NA2O=2.85; Li2O=3.89; MgO=8.27; SRO=1.10; ZNO=1.79; P2O5=1.08; ZRO2=3.97; TIO2=7.22; RO=28.98; R2O=9.46; R2O3=13.37; RO2=11.35; R2O5=3.12; RmOn=100.00,adaptive_B
