glass_name,filter_mode,property_mode,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,composition_completeness,physically_plausible,recon_method,n_neighbors_used,composition_exp_weight,composition_idw,composition_cluster_kmeans,scenario
N-SF15,adaptive,B,3159300404867,0.00614700314129647,SIO2=44.69; B2O3=2.56; CAO=1.73; K2O=3.64; NA2O=12.29; Li2O=2.93; BAO=1.43; P2O5=3.26; GEO2=1.21; ZRO2=1.21; TIO2=21.20; RO=3.74; R2O=18.89; R2O3=3.00; RO2=23.66; R2O5=5.22; RmOn=99.23,"{""SIO2"": 17.654, ""AL2O3"": 0.978, ""B2O3"": 2.903, ""CAO"": 2.58, ""K2O"": 2.428, ""NA2O"": 8.732, ""PBO"": 0.0, ""Li2O"": 12.237, ""MgO"": 1.904, ""SRO"": 0.521, ""BAO"": 1.547, ""ZNO"": 0.285, ""P2O5"": 13.479, ""GEO2"": 4.288, ""ZRO2"": 1.158, ""TIO2"": 7.676, ""TEO2"": 0.0, ""RO"": 3.123, ""FemOn"": 0.0, ""R2O"": 8.448, ""R2O3"": 2.875, ""RO2"": 9.297, ""RO3"": 0.212, ""RO4"": 0.0, ""R2O5"": 18.879, ""RF"": 1.776, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 1.776, ""RmOn"": 2.773, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=41.80; B2O3=2.54; CAO=1.67; K2O=3.10; NA2O=12.79; Li2O=4.02; BAO=1.10; P2O5=4.49; GEO2=1.66; ZRO2=1.25; TIO2=20.99; RO=3.52; R2O=19.95; R2O3=3.01; RO2=23.90; R2O5=6.73; RmOn=98.94,SIO2=44.69; B2O3=2.56; CAO=1.73; K2O=3.64; NA2O=12.29; Li2O=2.93; BAO=1.43; P2O5=3.26; GEO2=1.21; ZRO2=1.21; TIO2=21.20; RO=3.74; R2O=18.89; R2O3=3.00; RO2=23.66; R2O5=5.22; RmOn=99.23,SIO2=48.97; B2O3=2.59; CAO=1.90; K2O=3.99; NA2O=12.44; Li2O=0.63; BAO=1.57; GEO2=1.33; ZRO2=1.33; TIO2=22.26; RO=4.10; R2O=17.10; R2O3=3.08; RO2=24.95; R2O5=0.93; RmOn=99.15,adaptive_B
N-LAK14,adaptive,B,2913200382226,0.02228451082520315,SIO2=4.44; AL2O3=2.12; B2O3=56.63; CAO=11.27; MgO=3.97; BAO=1.76; ZNO=2.42; P2O5=1.92; ZRO2=1.07; RO=19.49; R2O3=71.89; RO2=1.11; R2O5=2.94; RmOn=100.00,"{""SIO2"": 5.746, ""AL2O3"": 7.828, ""B2O3"": 15.13, ""CAO"": 8.407, ""K2O"": 0.0, ""NA2O"": 0.067, ""PBO"": 0.0, ""Li2O"": 0.377, ""MgO"": 8.967, ""SRO"": 0.259, ""BAO"": 6.678, ""ZNO"": 2.968, ""P2O5"": 11.18, ""GEO2"": 0.0, ""ZRO2"": 1.468, ""TIO2"": 0.096, ""TEO2"": 0.0, ""RO"": 9.545, ""FemOn"": 0.0, ""R2O"": 0.437, ""R2O3"": 21.632, ""RO2"": 1.503, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 15.651, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=4.69; AL2O3=2.29; B2O3=55.97; CAO=11.06; MgO=4.07; BAO=1.88; ZNO=2.57; P2O5=2.07; ZRO2=1.14; RO=19.64; R2O3=71.17; RO2=1.18; R2O5=3.17; RmOn=100.00,SIO2=4.44; AL2O3=2.12; B2O3=56.63; CAO=11.27; MgO=3.97; BAO=1.76; ZNO=2.42; P2O5=1.92; ZRO2=1.07; RO=19.49; R2O3=71.89; RO2=1.11; R2O5=2.94; RmOn=100.00,SIO2=5.27; B2O3=58.36; CAO=13.40; MgO=4.72; BAO=0.73; ZNO=2.87; ZRO2=1.28; RO=21.79; R2O3=71.15; RO2=1.32; RmOn=100.00,adaptive_B
P-LAK35,adaptive,B,3412200408239,0.011081819248639024,SIO2=11.41; B2O3=41.31; CAO=7.65; Li2O=11.78; SRO=2.05; BAO=0.67; ZNO=13.78; ZRO2=1.41; RO=24.27; R2O=11.81; R2O3=50.89; RO2=1.43; RmOn=100.00,"{""SIO2"": 9.219, ""AL2O3"": 0.356, ""B2O3"": 7.812, ""CAO"": 5.823, ""K2O"": 0.044, ""NA2O"": 0.101, ""PBO"": 0.0, ""Li2O"": 2.101, ""MgO"": 0.467, ""SRO"": 4.166, ""BAO"": 2.843, ""ZNO"": 10.553, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 1.323, ""TIO2"": 0.125, ""TEO2"": 0.0, ""RO"": 6.163, ""FemOn"": 0.0, ""R2O"": 2.067, ""R2O3"": 7.456, ""RO2"": 1.328, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.217, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=11.17; B2O3=41.37; CAO=7.71; Li2O=11.73; SRO=2.17; BAO=0.65; ZNO=14.00; ZRO2=1.33; RO=24.66; R2O=11.76; R2O3=50.87; RO2=1.35; RmOn=100.00,SIO2=11.41; B2O3=41.31; CAO=7.65; Li2O=11.78; SRO=2.05; BAO=0.67; ZNO=13.78; ZRO2=1.41; RO=24.27; R2O=11.81; R2O3=50.89; RO2=1.43; RmOn=100.00,SIO2=11.37; B2O3=41.28; CAO=11.48; Li2O=12.03; SRO=1.29; ZNO=10.32; ZRO2=2.14; RO=23.34; R2O=12.03; R2O3=50.86; RO2=2.14; RmOn=100.00,adaptive_B
N-LAK9,adaptive,B,3693200439340,0.015265126185454995,SIO2=8.05; B2O3=49.56; CAO=15.07; Li2O=0.64; MgO=2.44; BAO=3.37; ZNO=3.66; P2O5=3.55; ZRO2=1.99; RO=24.90; R2O=0.66; R2O3=59.37; RO2=2.04; R2O5=4.98; RmOn=100.00,"{""SIO2"": 6.735, ""AL2O3"": 0.608, ""B2O3"": 15.866, ""CAO"": 9.275, ""K2O"": 0.0, ""NA2O"": 0.067, ""PBO"": 0.0, ""Li2O"": 3.368, ""MgO"": 6.945, ""SRO"": 1.967, ""BAO"": 6.907, ""ZNO"": 3.452, ""P2O5"": 11.18, ""GEO2"": 0.0, ""ZRO2"": 1.972, ""TIO2"": 0.096, ""TEO2"": 0.0, ""RO"": 5.239, ""FemOn"": 0.0, ""R2O"": 3.371, ""R2O3"": 19.023, ""RO2"": 1.989, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 15.652, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=7.43; B2O3=50.23; CAO=14.99; Li2O=0.64; MgO=2.51; BAO=3.26; ZNO=3.50; P2O5=3.62; ZRO2=1.91; RO=24.67; R2O=0.66; R2O3=60.22; RO2=1.96; R2O5=5.06; RmOn=100.00,SIO2=8.05; B2O3=49.56; CAO=15.07; Li2O=0.64; MgO=2.44; BAO=3.37; ZNO=3.66; P2O5=3.55; ZRO2=1.99; RO=24.90; R2O=0.66; R2O3=59.37; RO2=2.04; R2O5=4.98; RmOn=100.00,SIO2=11.34; B2O3=49.52; CAO=17.53; Li2O=0.90; MgO=1.08; SRO=0.52; BAO=1.75; ZNO=4.93; ZRO2=2.64; RO=25.81; R2O=0.93; R2O3=59.20; RO2=2.71; RmOn=100.00,adaptive_B
LAK9G15,adaptive,B,3407200416708,0.02882540033080634,SIO2=6.94; B2O3=49.15; CAO=16.46; MgO=0.53; SRO=0.77; BAO=4.40; ZNO=3.97; P2O5=1.95; GEO2=2.39; ZRO2=2.17; RO=26.13; R2O3=59.02; RO2=4.59; R2O5=3.14; RmOn=100.00,"{""SIO2"": 6.642, ""AL2O3"": 0.552, ""B2O3"": 18.071, ""CAO"": 9.499, ""K2O"": 0.073, ""NA2O"": 0.16, ""PBO"": 0.0, ""Li2O"": 0.405, ""MgO"": 2.011, ""SRO"": 2.823, ""BAO"": 12.062, ""ZNO"": 3.697, ""P2O5"": 11.18, ""GEO2"": 14.534, ""ZRO2"": 1.918, ""TIO2"": 0.112, ""TEO2"": 0.0, ""RO"": 6.841, ""FemOn"": 0.0, ""R2O"": 0.505, ""R2O3"": 20.121, ""RO2"": 14.17, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 15.694, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=7.14; B2O3=48.86; CAO=15.71; MgO=0.56; SRO=0.81; BAO=4.65; ZNO=4.12; P2O5=2.06; GEO2=2.50; ZRO2=2.19; RO=25.86; R2O3=58.75; RO2=4.73; R2O5=3.32; RmOn=100.00,SIO2=6.94; B2O3=49.15; CAO=16.46; MgO=0.53; SRO=0.77; BAO=4.40; ZNO=3.97; P2O5=1.95; GEO2=2.39; ZRO2=2.17; RO=26.13; R2O3=59.02; RO2=4.59; R2O5=3.14; RmOn=100.00,SIO2=7.51; B2O3=53.17; CAO=17.81; MgO=0.57; SRO=0.83; BAO=2.70; ZNO=4.30; ZRO2=2.34; RO=26.21; R2O3=63.25; RO2=2.39; RmOn=100.00,adaptive_B
N-SF8,adaptive,B,3159300404866,0.011147512831720349,SIO2=47.06; B2O3=2.11; CAO=2.30; K2O=3.60; NA2O=15.13; Li2O=1.91; BAO=1.18; P2O5=2.08; ZRO2=0.98; TIO2=21.53; RO=3.71; R2O=20.79; R2O3=2.39; RO2=22.52; R2O5=3.49; RmOn=100.00,"{""SIO2"": 15.506, ""AL2O3"": 0.173, ""B2O3"": 2.044, ""CAO"": 3.759, ""K2O"": 3.8, ""NA2O"": 10.104, ""PBO"": 0.0, ""Li2O"": 9.011, ""MgO"": 0.0, ""SRO"": 0.718, ""BAO"": 1.551, ""ZNO"": 0.393, ""P2O5"": 11.109, ""GEO2"": 0.0, ""ZRO2"": 1.087, ""TIO2"": 5.587, ""TEO2"": 0.0, ""RO"": 3.899, ""FemOn"": 0.0, ""R2O"": 7.349, ""R2O3"": 2.101, ""RO2"": 5.655, ""RO3"": 0.244, ""RO4"": 0.0, ""R2O5"": 14.697, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=45.76; B2O3=1.87; CAO=2.19; K2O=3.07; NA2O=16.13; Li2O=2.48; BAO=0.98; P2O5=2.72; ZRO2=0.95; TIO2=21.82; RO=3.48; R2O=21.75; R2O3=2.06; RO2=22.78; R2O5=4.14; RmOn=100.00,SIO2=47.06; B2O3=2.11; CAO=2.30; K2O=3.60; NA2O=15.13; Li2O=1.91; BAO=1.18; P2O5=2.08; ZRO2=0.98; TIO2=21.53; RO=3.71; R2O=20.79; R2O3=2.39; RO2=22.52; R2O5=3.49; RmOn=100.00,SIO2=49.96; B2O3=2.05; CAO=2.44; K2O=3.82; NA2O=14.99; Li2O=0.80; BAO=1.25; ZRO2=1.05; TIO2=22.02; RO=3.94; R2O=19.77; R2O3=2.34; RO2=23.07; R2O5=0.88; RmOn=100.00,adaptive_B
N-LAK12,adaptive,B,1468700150794,0.04492412931203898,SIO2=20.27; B2O3=41.99; CAO=0.93; Li2O=2.55; BAO=24.88; RO=26.07; R2O=2.57; R2O3=49.41; RO2=1.68; RmOn=100.00,"{""SIO2"": 11.76, ""AL2O3"": 0.597, ""B2O3"": 18.036, ""CAO"": 2.279, ""K2O"": 0.073, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 4.148, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 20.026, ""ZNO"": 0.964, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.867, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 18.72, ""FemOn"": 0.0, ""R2O"": 4.141, ""R2O3"": 25.25, ""RO2"": 2.235, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=20.31; B2O3=41.93; CAO=0.94; Li2O=2.56; BAO=24.89; RO=26.09; R2O=2.58; R2O3=49.35; RO2=1.66; RmOn=100.00,SIO2=20.27; B2O3=41.99; CAO=0.93; Li2O=2.55; BAO=24.88; RO=26.07; R2O=2.57; R2O3=49.41; RO2=1.68; RmOn=100.00,SIO2=30.14; AL2O3=0.57; B2O3=26.11; BAO=41.00; RO=41.00; R2O3=27.18; RO2=1.69; RmOn=100.00,adaptive_B
N-SF5,adaptive,B,3691000439116,0.041132232124945246,SIO2=45.71; B2O3=0.75; CAO=1.32; K2O=2.70; NA2O=17.84; Li2O=0.94; P2O5=5.52; ZRO2=0.82; TIO2=20.15; RO=2.29; FemOn=2.72; R2O=21.51; R2O3=3.69; RO2=20.98; R2O5=5.76; RmOn=99.95,"{""SIO2"": 12.621, ""AL2O3"": 0.16, ""B2O3"": 1.63, ""CAO"": 3.417, ""K2O"": 5.427, ""NA2O"": 9.069, ""PBO"": 0.0, ""Li2O"": 3.034, ""MgO"": 1.714, ""SRO"": 0.009, ""BAO"": 1.175, ""ZNO"": 0.379, ""P2O5"": 14.982, ""GEO2"": 0.0, ""ZRO2"": 2.345, ""TIO2"": 6.031, ""TEO2"": 0.0, ""RO"": 4.139, ""FemOn"": 7.379, ""R2O"": 7.687, ""R2O3"": 7.359, ""RO2"": 5.695, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 14.931, ""RF"": 0.0, ""RF2"": 0.306, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.306, ""RmOn"": 0.306, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=46.10; B2O3=0.74; CAO=1.33; K2O=2.70; NA2O=18.02; Li2O=0.94; P2O5=5.00; ZRO2=0.82; TIO2=20.33; RO=2.30; FemOn=2.46; R2O=21.70; R2O3=3.43; RO2=21.17; R2O5=5.25; RmOn=99.95,SIO2=45.71; B2O3=0.75; CAO=1.32; K2O=2.70; NA2O=17.84; Li2O=0.94; P2O5=5.52; ZRO2=0.82; TIO2=20.15; RO=2.29; FemOn=2.72; R2O=21.51; R2O3=3.69; RO2=20.98; R2O5=5.76; RmOn=99.95,P2O5=67.00; FemOn=33.00; R2O3=33.00; R2O5=67.00; RmOn=100.00,adaptive_B
SF5,adaptive,B,326300110715,0.011579118860023658,SIO2=61.18; B2O3=1.10; K2O=4.49; NA2O=2.80; PBO=23.52; BAO=1.06; P2O5=1.44; GEO2=1.73; TIO2=0.60; RO=25.05; R2O=7.78; R2O3=1.21; RO2=2.34; R2O5=2.01; RmOn=99.82,"{""SIO2"": 27.815, ""AL2O3"": 0.0, ""B2O3"": 10.145, ""CAO"": 0.845, ""K2O"": 2.574, ""NA2O"": 10.298, ""PBO"": 10.672, ""Li2O"": 2.97, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 10.129, ""ZNO"": 1.885, ""P2O5"": 7.966, ""GEO2"": 19.007, ""ZRO2"": 0.0, ""TIO2"": 3.653, ""TEO2"": 0.0, ""RO"": 10.149, ""FemOn"": 0.0, ""R2O"": 12.722, ""R2O3"": 10.122, ""RO2"": 22.297, ""RO3"": 1.456, ""RO4"": 0.0, ""R2O5"": 11.168, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 2.033, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 2.033, ""RmOn"": 2.033, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=61.20; B2O3=0.97; K2O=4.47; NA2O=3.10; PBO=23.51; Li2O=0.51; BAO=0.95; P2O5=1.53; GEO2=1.51; TIO2=0.58; RO=25.01; R2O=8.08; R2O3=1.08; RO2=2.09; R2O5=2.13; RmOn=99.85,SIO2=61.18; B2O3=1.10; K2O=4.49; NA2O=2.80; PBO=23.52; BAO=1.06; P2O5=1.44; GEO2=1.73; TIO2=0.60; RO=25.05; R2O=7.78; R2O3=1.21; RO2=2.34; R2O5=2.01; RmOn=99.82,SIO2=66.22; B2O3=0.98; K2O=4.74; NA2O=0.94; PBO=25.46; BAO=1.14; RO=26.80; R2O=5.68; R2O3=1.10; RmOn=99.80,adaptive_B
N-BAF10,adaptive,B,3734500443091,0.02118613830123499,SIO2=15.14; AL2O3=0.55; B2O3=27.25; CAO=1.20; NA2O=0.71; SRO=1.20; BAO=2.80; ZNO=49.69; TIO2=0.88; RO=55.16; R2O=0.71; R2O3=27.99; RO2=0.88; RmOn=100.00,"{""SIO2"": 10.779, ""AL2O3"": 0.724, ""B2O3"": 5.537, ""CAO"": 2.203, ""K2O"": 0.0, ""NA2O"": 0.815, ""PBO"": 0.679, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 1.082, ""BAO"": 7.082, ""ZNO"": 15.39, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 1.177, ""TEO2"": 0.0, ""RO"": 6.273, ""FemOn"": 0.0, ""R2O"": 0.815, ""R2O3"": 5.689, ""RO2"": 1.177, ""RO3"": 0.225, ""RO4"": 0.0, ""R2O5"": 0.197, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=15.06; AL2O3=0.55; B2O3=27.29; CAO=1.19; NA2O=0.70; SRO=1.21; BAO=2.76; ZNO=49.79; TIO2=0.87; RO=55.22; R2O=0.70; R2O3=28.02; RO2=0.87; RmOn=100.00,SIO2=15.14; AL2O3=0.55; B2O3=27.25; CAO=1.20; NA2O=0.71; SRO=1.20; BAO=2.80; ZNO=49.69; TIO2=0.88; RO=55.16; R2O=0.71; R2O3=27.99; RO2=0.88; RmOn=100.00,SIO2=45.40; AL2O3=0.66; B2O3=11.81; CAO=6.81; PBO=2.24; BAO=22.84; ZNO=6.04; TIO2=4.08; RO=37.93; R2O3=12.59; RO2=4.08; RmOn=100.00,adaptive_B
N-BASF2,adaptive,B,2752300358592,0.010019348162976624,SIO2=44.84; AL2O3=1.87; B2O3=6.14; CAO=4.37; K2O=0.90; NA2O=7.53; Li2O=0.66; MgO=5.63; BAO=2.82; P2O5=6.99; ZRO2=3.16; TIO2=3.02; RO=18.88; FemOn=5.49; R2O=9.10; R2O3=8.81; RO2=6.18; R2O5=12.19; RmOn=100.00,"{""SIO2"": 22.765, ""AL2O3"": 1.845, ""B2O3"": 12.967, ""CAO"": 4.295, ""K2O"": 2.153, ""NA2O"": 7.097, ""PBO"": 0.374, ""Li2O"": 3.557, ""MgO"": 8.588, ""SRO"": 1.45, ""BAO"": 6.641, ""ZNO"": 0.24, ""P2O5"": 22.533, ""GEO2"": 0.0, ""ZRO2"": 3.729, ""TIO2"": 6.011, ""TEO2"": 0.0, ""RO"": 12.954, ""FemOn"": 4.521, ""R2O"": 7.739, ""R2O3"": 14.047, ""RO2"": 6.204, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 27.237, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=43.61; AL2O3=1.14; B2O3=7.32; CAO=3.38; K2O=1.19; NA2O=8.72; Li2O=0.81; MgO=3.35; SRO=0.60; BAO=3.73; P2O5=9.31; ZRO2=3.70; TIO2=3.51; RO=13.27; FemOn=2.10; R2O=10.73; R2O3=9.54; RO2=7.22; R2O5=15.64; RmOn=100.00,SIO2=44.84; AL2O3=1.87; B2O3=6.14; CAO=4.37; K2O=0.90; NA2O=7.53; Li2O=0.66; MgO=5.63; BAO=2.82; P2O5=6.99; ZRO2=3.16; TIO2=3.02; RO=18.88; FemOn=5.49; R2O=9.10; R2O3=8.81; RO2=6.18; R2O5=12.19; RmOn=100.00,SIO2=52.18; AL2O3=1.76; B2O3=5.22; CAO=5.08; K2O=1.05; NA2O=8.77; Li2O=0.77; MgO=5.36; SRO=0.52; BAO=0.87; ZRO2=3.67; TIO2=3.52; RO=18.36; FemOn=6.38; R2O=10.59; R2O3=7.68; RO2=7.19; R2O5=4.00; RmOn=100.00,adaptive_B
N-SSK5,adaptive,B,1747700368322,0.020041082282419364,SIO2=22.40; AL2O3=0.52; B2O3=29.81; CAO=2.21; MgO=1.82; SRO=0.53; BAO=9.76; ZNO=26.27; ZRO2=0.68; TIO2=1.03; RO=42.54; R2O3=32.45; RO2=1.70; RmOn=99.91,"{""SIO2"": 16.298, ""AL2O3"": 1.405, ""B2O3"": 15.718, ""CAO"": 3.387, ""K2O"": 0.0, ""NA2O"": 1.599, ""PBO"": 0.77, ""Li2O"": 0.219, ""MgO"": 5.45, ""SRO"": 0.828, ""BAO"": 11.738, ""ZNO"": 27.148, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 2.649, ""TIO2"": 1.249, ""TEO2"": 0.0, ""RO"": 16.856, ""FemOn"": 0.0, ""R2O"": 1.603, ""R2O3"": 20.04, ""RO2"": 2.929, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 1.095, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.534, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=19.96; B2O3=31.23; CAO=1.87; MgO=1.79; SRO=0.59; BAO=8.45; ZNO=28.90; ZRO2=0.76; TIO2=0.78; RO=43.71; R2O3=33.85; RO2=1.54; RmOn=99.89,SIO2=22.40; AL2O3=0.52; B2O3=29.81; CAO=2.21; MgO=1.82; SRO=0.53; BAO=9.76; ZNO=26.27; ZRO2=0.68; TIO2=1.03; RO=42.54; R2O3=32.45; RO2=1.70; RmOn=99.91,SIO2=43.63; AL2O3=1.27; B2O3=15.18; CAO=4.63; BAO=23.80; ZNO=5.22; ZRO2=1.66; TIO2=2.37; RO=34.23; R2O3=17.68; RO2=4.03; RmOn=99.77,adaptive_B
N-KZFS5,adaptive,B,3550300426528,0.008467795455321763,SIO2=48.99; B2O3=10.46; CAO=3.09; NA2O=13.70; Li2O=2.08; MgO=0.69; SRO=0.78; ZNO=2.04; P2O5=2.02; ZRO2=7.25; TIO2=1.67; RO=6.99; FemOn=0.99; R2O=16.21; R2O3=11.79; RO2=8.92; R2O5=7.10; RmOn=100.00,"{""SIO2"": 12.311, ""AL2O3"": 0.722, ""B2O3"": 5.528, ""CAO"": 5.32, ""K2O"": 1.286, ""NA2O"": 5.671, ""PBO"": 0.0, ""Li2O"": 4.927, ""MgO"": 1.307, ""SRO"": 1.893, ""BAO"": 1.077, ""ZNO"": 4.586, ""P2O5"": 14.982, ""GEO2"": 0.0, ""ZRO2"": 3.61, ""TIO2"": 4.579, ""TEO2"": 0.0, ""RO"": 8.64, ""FemOn"": 7.379, ""R2O"": 5.177, ""R2O3"": 7.345, ""RO2"": 3.435, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 14.105, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=48.35; B2O3=9.84; CAO=3.02; K2O=0.60; NA2O=13.61; Li2O=2.41; MgO=0.53; SRO=0.93; ZNO=1.94; P2O5=2.94; ZRO2=6.29; TIO2=2.08; RO=6.89; FemOn=1.45; R2O=16.63; R2O3=11.70; RO2=8.37; R2O5=8.06; RmOn=100.00,SIO2=48.99; B2O3=10.46; CAO=3.09; NA2O=13.70; Li2O=2.08; MgO=0.69; SRO=0.78; ZNO=2.04; P2O5=2.02; ZRO2=7.25; TIO2=1.67; RO=6.99; FemOn=0.99; R2O=16.21; R2O3=11.79; RO2=8.92; R2O5=7.10; RmOn=100.00,SIO2=50.97; B2O3=12.70; CAO=2.20; NA2O=15.26; Li2O=0.77; MgO=0.84; ZNO=1.38; ZRO2=8.67; RO=4.63; R2O=16.40; R2O3=12.98; RO2=8.87; R2O5=6.16; RmOn=100.00,adaptive_B
