glass_name,composition_source,matched_sciglass_id,distance_first,distance_mean_top20,jaccard_mode_a_b,jaccard_label,predicted_composition,composition_pls,composition_xgb,composition_gpr,local_pls_cv_mse,local_xgb_cv_mse,local_gpr_cv_mse,composition_variance_neighbors,uncertainty_score,family_entropy,best_neighbor_plausible,plausible_ratio_top20,plausible_ratio_top5,n_neighbors_used,stable_neighbor_count
LLF1HTi,best_neighbor_mode_b,1581700155422,0.0004975406332863385,0.03822704938933003,0.02564102564102564,ill_posed,SIO2=78.07; K2O=6.64; NA2O=5.68; PBO=9.56; RO=9.56,SIO2=29.68; AL2O3=0.77; B2O3=5.20; K2O=1.24; NA2O=6.94; PBO=1.86; SRO=9.83; P2O5=31.77; ZRO2=0.73; RO=11.68,SIO2=65.41; K2O=5.04; NA2O=11.96; PBO=2.13; P2O5=10.37; RO=4.59,SIO2=29.68; AL2O3=0.77; B2O3=5.20; K2O=1.24; NA2O=6.94; PBO=1.86; SRO=9.83; P2O5=31.77; ZRO2=0.73; RO=11.68,20.85920493778059,4.832872670494914,,72.85125043783927,2.784888348561733,0.639031859650177,False,0.0,0.0,20,1
LLF1,best_neighbor_mode_b,211300030097,0.003458140357073703,0.03650197563249978,0.0,ill_posed,SIO2=75.53; NA2O=15.03; PBO=8.68; RO=9.13,SIO2=33.57; AL2O3=0.80; B2O3=5.51; K2O=1.87; NA2O=4.49; PBO=2.38; Li2O=2.77; SRO=6.66; P2O5=31.99; ZRO2=0.78; RO=9.03,SIO2=55.10; K2O=7.12; NA2O=8.06; PBO=4.23; P2O5=18.78; RO=6.08,SIO2=33.57; AL2O3=0.80; B2O3=5.51; K2O=1.87; NA2O=4.49; PBO=2.38; Li2O=2.77; SRO=6.66; P2O5=31.99; ZRO2=0.78; RO=9.03,26.51023998825873,4.929920924392338,,84.58070419286675,3.087362803427694,0.7305880613711224,False,0.0,0.0,20,0
N-BALF5,best_neighbor_mode_b,1176300048511,0.014946144691744071,0.04214257929016131,0.0,ill_posed,SIO2=5.00; AL2O3=17.50; B2O3=57.00; CAO=8.00; PBO=5.00; RO=13.00,SIO2=41.39; AL2O3=3.75; B2O3=17.22; CAO=8.95; K2O=0.66; NA2O=11.39; Li2O=1.69; BAO=1.16; P2O5=1.40; RO=10.76,SIO2=29.87; AL2O3=8.71; B2O3=34.48; CAO=7.65; NA2O=9.43; BAO=0.83; RO=8.49,SIO2=41.39; AL2O3=3.75; B2O3=17.22; CAO=8.95; K2O=0.66; NA2O=11.39; Li2O=1.69; BAO=1.16; P2O5=1.40; RO=10.76,58.29746852803035,9.919355884758732,,78.29720427502684,3.299646139358276,0.8237197315118312,False,0.1,0.2,20,0
N-BAK2,best_neighbor_mode_b,197800110647,0.0037362377783743414,0.042383890346624556,0.0,ill_posed,SIO2=71.93; B2O3=3.20; K2O=7.62; NA2O=3.48; BAO=9.17; ZNO=4.42; RO=13.59,SIO2=51.44; AL2O3=1.96; B2O3=1.28; K2O=4.55; NA2O=7.05; MgO=1.51; SRO=2.37; BAO=6.40; ZNO=2.12; P2O5=7.74; RO=12.92,SIO2=62.24; AL2O3=1.11; B2O3=2.27; K2O=5.67; NA2O=6.38; BAO=6.74; ZNO=2.93; P2O5=0.94; RO=10.75,SIO2=51.44; AL2O3=1.96; B2O3=1.28; K2O=4.55; NA2O=7.05; MgO=1.51; SRO=2.37; BAO=6.40; ZNO=2.12; P2O5=7.74; RO=12.92,59.11328940170314,18.613236501543312,,74.01253922535629,3.13693934680275,0.639031859650177,False,0.1,0.0,20,0
N-PK51,best_neighbor_mode_b,3133200402767,0.04617423120601536,0.10948613168565739,0.0,ill_posed,P2O5=25.00,BAO=28.51; P2O5=46.42; RO=25.08,AL2O3=0.57; BAO=1.59; ZNO=0.61; P2O5=85.61; RO=10.86,BAO=28.51; P2O5=46.42; RO=25.08,9.765201732549208,2.485008524116025,,24.675092072288393,2.7015803799822877,0.1985152433458726,False,0.0,0.0,20,0
N-KF9,best_neighbor_mode_b,228200110677,0.027477007738052034,0.044223007560588765,0.0,ill_posed,SIO2=73.93; AL2O3=1.83; B2O3=0.56; K2O=8.59; PBO=1.75; TIO2=4.02; RO=1.75,SIO2=57.29; AL2O3=2.72; B2O3=4.54; CAO=1.92; K2O=2.72; NA2O=13.78; Li2O=8.35; P2O5=4.79; TIO2=1.77; RO=2.01,SIO2=69.88; AL2O3=3.15; CAO=0.52; K2O=1.57; NA2O=19.40; TIO2=4.62; RO=0.52,SIO2=57.29; AL2O3=2.72; B2O3=4.54; CAO=1.92; K2O=2.72; NA2O=13.78; Li2O=8.35; P2O5=4.79; TIO2=1.77; RO=2.01,41.13666158747192,9.65603262606281,,70.1092887467393,3.1004436063145526,0.8556886672556694,False,0.55,0.2,20,0
K5G20,best_neighbor_mode_b,3910000462095,0.016474694097500183,0.027590073092248552,0.0,ill_posed,SIO2=62.49; AL2O3=0.58; B2O3=0.85; K2O=1.07; NA2O=13.64; PBO=2.23; Li2O=18.01; MgO=0.73; RO=3.32,SIO2=61.52; AL2O3=0.77; B2O3=8.47; CAO=1.67; K2O=5.83; NA2O=11.34; PBO=0.72; Li2O=3.36; SRO=0.76; ZNO=0.57; GEO2=1.16; RO=3.45,SIO2=58.81; CAO=5.62; K2O=1.00; NA2O=13.60; PBO=1.23; Li2O=6.60; MgO=2.15; RO=10.22,SIO2=61.52; AL2O3=0.77; B2O3=8.47; CAO=1.67; K2O=5.83; NA2O=11.34; PBO=0.72; Li2O=3.36; SRO=0.76; ZNO=0.57; GEO2=1.16; RO=3.45,27.82062505499458,5.282339136415822,,41.789400117607116,1.1529726037260006,0.6128694524619495,False,0.05,0.0,20,0
N-K5,best_neighbor_mode_b,997700097110,0.011964767428141102,0.026024788583281555,0.02564102564102564,ill_posed,CAO=30.00; MgO=20.00; P2O5=50.00; RO=50.00,SIO2=47.20; AL2O3=2.12; B2O3=1.38; CAO=6.14; K2O=3.13; NA2O=6.55; Li2O=1.11; MgO=4.01; BAO=0.58; ZNO=1.46; P2O5=13.34; RO=12.73,SIO2=50.45; AL2O3=3.08; B2O3=2.41; CAO=10.42; K2O=2.16; NA2O=5.88; MgO=2.30; ZNO=1.79; P2O5=3.79; RO=17.23,SIO2=47.20; AL2O3=2.12; B2O3=1.38; CAO=6.14; K2O=3.13; NA2O=6.55; Li2O=1.11; MgO=4.01; BAO=0.58; ZNO=1.46; P2O5=13.34; RO=12.73,91.57809698575859,23.749260983557743,,146.0496762873564,3.8009119480351594,0.6730116670092565,False,0.15,0.0,20,1
BK7G18,best_neighbor_mode_b,4028100474515,0.008592712925065662,0.02510244959879899,0.0,ill_posed,SIO2=65.09; AL2O3=8.02; NA2O=14.91; Li2O=2.00; MgO=7.96; ZRO2=1.99; RO=7.96,SIO2=62.60; AL2O3=1.80; B2O3=11.86; K2O=4.65; NA2O=13.20; MgO=1.91; RO=2.48,SIO2=65.28; B2O3=15.00; K2O=0.89; NA2O=15.75; RO=2.27,SIO2=62.60; AL2O3=1.80; B2O3=11.86; K2O=4.65; NA2O=13.20; MgO=1.91; RO=2.48,7.479272988645204,1.2983173179303202,,16.003380508940946,0.40172405263609223,0.6128694524619495,False,0.6,0.8,20,0
N-BK7,best_neighbor_mode_b,3223200406889,0.006367723174696942,0.013503209421255474,0.0,ill_posed,SIO2=70.98; AL2O3=1.00; B2O3=13.00; CAO=3.00; NA2O=10.00; BAO=2.00; RO=5.00,SIO2=64.75; AL2O3=2.30; B2O3=6.21; CAO=2.91; K2O=2.25; NA2O=11.28; MgO=2.20; SRO=0.61; BAO=0.54; RO=6.49,SIO2=65.91; AL2O3=0.76; B2O3=11.91; CAO=3.06; K2O=3.66; NA2O=10.52; BAO=1.14; RO=2.71,SIO2=64.75; AL2O3=2.30; B2O3=6.21; CAO=2.91; K2O=2.25; NA2O=11.28; MgO=2.20; SRO=0.61; BAO=0.54; RO=6.49,28.50064806253207,1.485364142731925,,56.26165078883198,0.7597128529871414,0.8237197315118312,False,0.25,0.2,20,0
N-BK7HT,best_neighbor_mode_b,3223200406889,0.006367723174696942,0.013503209421255474,0.0,ill_posed,SIO2=70.98; AL2O3=1.00; B2O3=13.00; CAO=3.00; NA2O=10.00; BAO=2.00; RO=5.00,SIO2=64.75; AL2O3=2.30; B2O3=6.21; CAO=2.91; K2O=2.25; NA2O=11.28; MgO=2.20; SRO=0.61; BAO=0.54; RO=6.49,SIO2=65.91; AL2O3=0.76; B2O3=11.91; CAO=3.06; K2O=3.66; NA2O=10.52; BAO=1.14; RO=2.71,SIO2=64.75; AL2O3=2.30; B2O3=6.21; CAO=2.91; K2O=2.25; NA2O=11.28; MgO=2.20; SRO=0.61; BAO=0.54; RO=6.49,28.50064806253207,1.485364142731925,,56.26165078883198,0.7597128529871414,0.8237197315118312,False,0.25,0.2,20,0
N-BK7HTi,best_neighbor_mode_b,3223200406889,0.006367723174696942,0.013503209421255474,0.0,ill_posed,SIO2=70.98; AL2O3=1.00; B2O3=13.00; CAO=3.00; NA2O=10.00; BAO=2.00; RO=5.00,SIO2=64.75; AL2O3=2.30; B2O3=6.21; CAO=2.91; K2O=2.25; NA2O=11.28; MgO=2.20; SRO=0.61; BAO=0.54; RO=6.49,SIO2=65.91; AL2O3=0.76; B2O3=11.91; CAO=3.06; K2O=3.66; NA2O=10.52; BAO=1.14; RO=2.71,SIO2=64.75; AL2O3=2.30; B2O3=6.21; CAO=2.91; K2O=2.25; NA2O=11.28; MgO=2.20; SRO=0.61; BAO=0.54; RO=6.49,28.50064806253207,1.485364142731925,,56.26165078883198,0.7597128529871414,0.8237197315118312,False,0.25,0.2,20,0
N-BK7HTSultra,best_neighbor_mode_b,27400020934,0.005432805431216078,0.019948714939503367,0.0,ill_posed,SIO2=52.20; B2O3=21.70; K2O=26.10,SIO2=65.14; AL2O3=0.68; B2O3=10.71; CAO=2.02; K2O=4.21; NA2O=11.39; MgO=0.98; SRO=0.52; RO=3.85,SIO2=71.83; B2O3=10.44; CAO=0.50; K2O=4.31; NA2O=9.91; MgO=1.04; RO=1.47,SIO2=65.14; AL2O3=0.68; B2O3=10.71; CAO=2.02; K2O=4.21; NA2O=11.39; MgO=0.98; SRO=0.52; RO=3.85,8.139833547516755,1.3712783246875158,,12.861707598378452,0.2565745385152962,0.6128694524619495,True,0.55,0.4,20,0
N-ZK7A,best_neighbor_mode_b,28100020816,0.011435640445933119,0.024775895140894948,0.0,ill_posed,SIO2=75.00; B2O3=5.00; NA2O=20.00,SIO2=64.33; AL2O3=1.81; B2O3=3.40; CAO=1.85; K2O=3.76; NA2O=12.49; Li2O=0.55; MgO=3.19; P2O5=2.57; RO=5.92,SIO2=82.78; B2O3=2.48; K2O=0.87; NA2O=10.62; RO=2.10,SIO2=64.33; AL2O3=1.81; B2O3=3.40; CAO=1.85; K2O=3.76; NA2O=12.49; Li2O=0.55; MgO=3.19; P2O5=2.57; RO=5.92,21.29688877876468,2.849948350015888,,77.7093247400828,1.9253180812300452,0.6128694524619495,True,0.3,0.6,20,0
K10,best_neighbor_mode_b,423800003489,0.019084300079550604,0.03158109316833999,0.0,ill_posed,SIO2=75.36; AL2O3=0.53; NA2O=19.40; ZNO=4.64; RO=4.69,SIO2=76.14; NA2O=19.44; PBO=1.31; ZNO=0.58; RO=2.09,SIO2=73.97; AL2O3=0.66; NA2O=20.36; ZNO=1.76; RO=2.70,SIO2=76.14; NA2O=19.44; PBO=1.31; ZNO=0.58; RO=2.09,3.399613295142925,1.2405022061755435,,8.470904066838184,0.26752041055488684,0.3250829733914482,False,0.75,0.6,20,0
N-BK10,best_neighbor_mode_b,685200051793,0.02370586456973174,0.03874962894287205,0.0,ill_posed,SIO2=75.14; NA2O=12.51; MgO=12.35; RO=12.35,SIO2=51.84; B2O3=14.55; K2O=6.71; NA2O=1.55; Li2O=1.89; MgO=7.63; P2O5=8.21; RO=7.62,SIO2=21.41; B2O3=15.00; K2O=7.87; MgO=19.77; P2O5=15.81; RO=19.77,SIO2=51.84; B2O3=14.55; K2O=6.71; NA2O=1.55; Li2O=1.89; MgO=7.63; P2O5=8.21; RO=7.62,73.58652408391133,12.742660396433438,,115.59813462039874,4.479384823028623,0.8864644756797975,False,0.65,0.6,20,0
N-PK52A,best_neighbor_mode_b,3837300455412,0.009910263291903238,0.05157678956551831,0.0,ill_posed,,AL2O3=17.75; BAO=9.66; P2O5=62.92; RO=9.66,AL2O3=16.02; BAO=11.02; P2O5=61.93; RO=11.02,AL2O3=17.75; BAO=9.66; P2O5=62.92; RO=9.66,3.0790541044599338,0.8361825446566133,,6.553146961596126,0.3379902818301591,0.0,False,0.0,0.0,20,0
N-FK5,best_neighbor_mode_b,3048700400968,0.015911413851689173,0.0367906921394497,0.0,ill_posed,SIO2=66.56; B2O3=18.28; K2O=10.65,SIO2=74.94; B2O3=13.55; K2O=11.09,SIO2=76.43; B2O3=11.99; K2O=10.58; NA2O=0.63,SIO2=74.94; B2O3=13.55; K2O=11.09,28.74050338336916,4.0853777223064025,,76.67404673467902,2.8208912485013546,0.639031859650177,False,0.6,0.0,20,0
FK5HTi,best_neighbor_mode_b,3048700400968,0.017363871458208585,0.037374833400067045,0.0,ill_posed,SIO2=66.56; B2O3=18.28; K2O=10.65,SIO2=74.94; B2O3=13.58; K2O=11.11,SIO2=76.28; B2O3=12.04; K2O=10.68; NA2O=0.63,SIO2=74.94; B2O3=13.58; K2O=11.11,28.740503383369163,4.1054070419921755,,76.67404673467902,2.865679722817583,0.639031859650177,False,0.6,0.0,20,0
N-FK51A,best_neighbor_mode_b,4377100531944,0.03384769162213847,0.06389314032381548,0.02564102564102564,ill_posed,,AL2O3=13.05; MgO=1.07; BAO=6.11; P2O5=72.59; RO=7.18,AL2O3=22.11; BAO=3.20; P2O5=71.01; RO=3.34,AL2O3=13.05; MgO=1.07; BAO=6.11; P2O5=72.59; RO=7.18,2.621100381941411,0.43308618802386806,,4.938285122624543,0.31552254429886023,0.0,False,0.0,0.0,20,1
N-FK58,best_neighbor_mode_b,3477700419223,0.02744655437516672,0.051566543694644876,0.05263157894736842,ill_posed,AL2O3=2.38; P2O5=7.14,AL2O3=9.47; CAO=1.81; BAO=18.01; P2O5=50.89; RO=19.82,AL2O3=7.36; BAO=28.04; P2O5=44.18; RO=20.01,AL2O3=9.47; CAO=1.81; BAO=18.01; P2O5=50.89; RO=19.82,1.2074518584971314,0.33176271925960527,,1.5595649067397035,0.08042137190802769,0.0,False,0.0,0.0,20,2
